t_id	region	chrom	transcript_start	transcript_end	transcript_lenght	exons	base_pairs	diff_region_intersecting_t_id	diff_region_intersecting_exons	diff_region_intersecting_bps	diff_region_ratio	region_transcript_start	diff_region_transcript_end	diff_region_trans_len	diff_region_trans_overlap	same_region_intersecting_t_id	same_region_intersecting_exons	same_region_intersecting_bps	same_region_ratio	same_region_transcript_start	same_region_transcript_end	same_region_trans_len	same_region_trans_overlap
T30C_TCONS_00045789	T30C	groupXI	15266118	15267761	1643	1	1643	D30C_TCONS_00045121	1	1641	0.9987827145465611685940353013	15266120	15267761	1641	1641		0	0	0				0
D30C_TCONS_00081108	D30C	scaffold_150	31681	33345	1664	3	998	T30C_TCONS_00082715	1	753	0.7545090180360721442885771543	32589	33345	756	756		0	0	0				0
D30C_TCONS_00076724	D30C	groupXXI	5883093	5887338	4245	5	1239	T30C_TCONS_00078165	6	1165	0.9402744148506860371267150928	5883087	5887342	4255	4245		0	0	0				0
D30C_TCONS_00074692	D30C	groupXX	2457730	2459686	1956	7	745	T30C_TCONS_00075976	7	721	0.9677852348993288590604026846	2457725	2459748	2023	1956		0	0	0				0
D30C_TCONS_00078033	D30C	groupXXI	7809293	7810958	1665	4	1211	T30C_TCONS_00079518	4	1211	1	7809165	7810958	1793	1665		0	0	0				0
D30C_TCONS_00040370	D30C	groupX	7640742	7657483	16741	4	3716	T30C_TCONS_00040890	4	3669	0.9873519913885898815931108719	7640789	7657483	16694	16694		0	0	0				0
T30C_TCONS_00008185	T30C	groupII	9334069	9335956	1887	3	1426		0	0	0				0		0	0	0				0
T30C_TCONS_00066575	T30C	groupXVI	8253107	8263620	10513	4	979		0	0	0				0		0	0	0				0
D30C_TCONS_00004965	D30C	groupI	23752772	23756871	4099	2	2255	T30C_TCONS_00004992	2	2173	0.9636363636363636363636363636	23752772	23756789	4017	4017		0	0	0				0
T30C_TCONS_00027835	T30C	groupVI	677256	682709	5453	2	3945	D30C_TCONS_00027564	2	3929	0.9959442332065906210392902408	677261	682698	5437	5437		0	0	0				0
T30C_TCONS_00015970	T30C	groupIV	875672	888807	13135	9	3958	D30C_TCONS_00015837	9	3878	0.9797877716018191005558362809	875752	888807	13055	13055		0	0	0				0
D30C_TCONS_00010961	D30C	groupIII	15841676	15843801	2125	2	1628	T30C_TCONS_00011096	2	1614	0.9914004914004914004914004914	15841687	15843798	2111	2111		0	0	0				0
D30C_TCONS_00023542	D30C	groupV	6173569	6176781	3212	3	1150	T30C_TCONS_00023775	3	679	0.5904347826086956521739130435	6174949	6176832	1883	1832		0	0	0				0
T30C_TCONS_00017504	T30C	groupIV	17713528	17716671	3143	9	912	D30C_TCONS_00017308	7	773	0.8475877192982456140350877193	17713547	17716422	2875	2875		0	0	0				0
D30C_TCONS_00013731	D30C	groupIV	10623031	10624639	1608	2	1443	T30C_TCONS_00013842	2	1443	1	10623031	10624762	1731	1608		0	0	0				0
D30C_TCONS_00086024	D30C	scaffold_47	15069	16465	1396	1	1396	T30C_TCONS_00087828	1	1322	0.9469914040114613180515759312	15071	16393	1322	1322		0	0	0				0
D30C_TCONS_00083235	D30C	scaffold_243	46510	51440	4930	5	1112	T30C_TCONS_00084903	5	1111	0.9991007194244604316546762590	46511	51440	4929	4929		0	0	0				0
D30C_TCONS_00062023	D30C	groupXV	2813678	2816115	2437	1	2437	T30C_TCONS_00063090	1	2437	1	2813676	2816599	2923	2437		0	0	0				0
D30C_TCONS_00080038	D30C	scaffold_130	28861	33099	4238	3	2140	T30C_TCONS_00081613	3	2118	0.9897196261682242990654205607	28861	33077	4216	4216		0	0	0				0
T30C_TCONS_00038805	T30C	groupX	1745709	1748218	2509	2	1308	D30C_TCONS_00038286	2	1308	1	1745482	1748219	2737	2509		0	0	0				0
T30C_TCONS_00076200	T30C	groupXX	5237690	5242002	4312	3	2023	D30C_TCONS_00074893	2	1814	0.8966880869995056846267918932	5237729	5240008	2279	2279		0	0	0				0
D30C_TCONS_00036538	D30C	groupVIII	1384977	1385692	715	2	405	T30C_TCONS_00037006	2	404	0.9975308641975308641975308642	1384978	1385716	738	714		0	0	0				0
T30C_TCONS_00070247	T30C	groupXVII	12796131	12799197	3066	4	1083	D30C_TCONS_00069153	4	1065	0.9833795013850415512465373961	12796129	12799179	3050	3048		0	0	0				0
T30C_TCONS_00031687	T30C	groupVII	24115058	24117791	2733	8	1627		0	0	0				0		0	0	0				0
D30C_TCONS_00015862	D30C	groupIV	972595	974358	1763	4	830	T30C_TCONS_00015989	4	830	1	972595	974369	1774	1763		0	0	0				0
T30C_TCONS_00076438	T30C	groupXX	8545135	8548920	3785	3	3461		0	0	0				0		0	0	0				0
D30C_TCONS_00030258	D30C	groupVII	14755154	14777653	22499	8	4672		0	0	0				0		0	0	0				0
T30C_TCONS_00080324	T30C	scaffold_111	153809	158013	4204	3	2897	D30C_TCONS_00078792	3	2893	0.9986192613047980669658267173	153792	158009	4217	4200		0	0	0				0
D30C_TCONS_00052299	D30C	groupXIII	14714673	14716715	2042	3	1263		0	0	0				0		0	0	0				0
D30C_TCONS_00028135	D30C	groupVI	7920794	7924976	4182	2	1699	T30C_TCONS_00028436	2	1699	1	7920794	7925097	4303	4182		0	0	0				0
D30C_TCONS_00022167	D30C	groupIX	14549072	14551698	2626	6	1130	T30C_TCONS_00022405	6	1005	0.8893805309734513274336283186	14549070	14551573	2503	2501		0	0	0				0
D30C_TCONS_00049721	D30C	groupXIII	8057338	8058699	1361	1	1361	T30C_TCONS_00050427	1	708	0.5202057310800881704628949302	8053759	8059091	5332	1361		0	0	0				0
D30C_TCONS_00034210	D30C	groupVII	26098387	26104699	6312	8	4985	T30C_TCONS_00034547	8	4979	0.9987963891675025075225677031	26098387	26104699	6312	6312		0	0	0				0
D30C_TCONS_00088637	D30C	scaffold_80	117131	117720	589	1	589		0	0	0				0		0	0	0				0
T30C_TCONS_00072436	T30C	groupXVIII	6267912	6271303	3391	4	1791	D30C_TCONS_00071279	4	1730	0.9659408151870463428252372976	6267914	6271244	3330	3330		0	0	0				0
D30C_TCONS_00003253	D30C	groupI	4204136	4214522	10386	24	2976	T30C_TCONS_00003271	24	2921	0.9815188172043010752688172043	4204137	4214468	10331	10331		0	0	0				0
D30C_TCONS_00062747	D30C	groupXV	9573257	9589859	16602	2	489	T30C_TCONS_00063796	2	489	1	9573257	9589859	16602	16602		0	0	0				0
D30C_TCONS_00060787	D30C	groupXV	7200301	7201725	1424	1	1424	T30C_TCONS_00061816	1	1424	1	7200276	7201731	1455	1424		0	0	0				0
T30C_TCONS_00067352	T30C	groupXVI	17303319	17304733	1414	2	982	D30C_TCONS_00066283	2	972	0.9898167006109979633401221996	17302304	17304723	2419	1404		0	0	0				0
T30C_TCONS_00039439	T30C	groupX	8244162	8254862	10700	5	6128	D30C_TCONS_00038915	4	5759	0.9397845953002610966057441253	8237831	8254862	17031	10700		0	0	0				0
D30C_TCONS_00013548	D30C	groupIV	7966047	7967228	1181	1	1181		0	0	0				0		0	0	0				0
D30C_TCONS_00072992	D30C	groupXX	5445557	5448743	3186	5	1392	T30C_TCONS_00074256	5	1379	0.9906609195402298850574712644	5445563	5448736	3173	3173		0	0	0				0
D30C_TCONS_00006016	D30C	groupII	8107325	8116693	9368	16	2289		0	0	0				0		0	0	0				0
T30C_TCONS_00029074	T30C	groupVI	15240513	15249405	8892	4	2223	D30C_TCONS_00028766	2	2082	0.9365721997300944669365721997	15240513	15244037	3524	3524		0	0	0				0
T30C_TCONS_00042858	T30C	groupXI	7880507	7881981	1474	4	896	D30C_TCONS_00042259	4	648	0.7232142857142857142857142857	7880751	7881977	1226	1226		0	0	0				0
T30C_TCONS_00017074	T30C	groupIV	12187236	12193689	6453	6	3048	D30C_TCONS_00016880	7	2878	0.9442257217847769028871391076	12187236	12193596	6360	6360		0	0	0				0
T30C_TCONS_00070148	T30C	groupXVII	12098385	12100213	1828	2	1752	D30C_TCONS_00069057	2	1696	0.9680365296803652968036529680	12098381	12101454	3073	1828		0	0	0				0
D30C_TCONS_00026329	D30C	groupVI	5281512	5294102	12590	15	3576		0	0	0				0		0	0	0				0
D30C_TCONS_00056355	D30C	groupXIX	6131312	6143950	12638	14	8806	T30C_TCONS_00057217	7	5550	0.6302521008403361344537815126	6135916	6143964	8048	8034		0	0	0				0
T30C_TCONS_00029612	T30C	groupVII	2747577	2756103	8526	3	611	D30C_TCONS_00029320	3	611	1	2747577	2756105	8528	8526		0	0	0				0
T30C_TCONS_00030605	T30C	groupVII	15014172	15035270	21098	15	1617	D30C_TCONS_00030295	15	1600	0.9894867037724180581323438466	15014184	15035265	21081	21081		0	0	0				0
D30C_TCONS_00079786	D30C	scaffold_126	117487	119656	2169	3	518	T30C_TCONS_00081372	3	516	0.9961389961389961389961389961	117297	119654	2357	2167		0	0	0				0
T30C_TCONS_00022151	T30C	groupIX	12126949	12130950	4001	4	2996	D30C_TCONS_00021909	4	2996	1	12126947	12130977	4030	4001		0	0	0				0
T30C_TCONS_00059362	T30C	groupXIX	5609951	5611455	1504	1	1504	D30C_TCONS_00058380	1	1495	0.9940159574468085106382978723	5609839	5611446	1607	1495		0	0	0				0
D30C_TCONS_00028736	D30C	groupVI	14607548	14823096	215548	9	3568	T30C_TCONS_00029040	9	3567	0.9997197309417040358744394619	14607547	14823095	215548	215547		0	0	0				0
D30C_TCONS_00078261	D30C	groupXXI	10162875	10189793	26918	5	1808	T30C_TCONS_00079758	5	1806	0.9988938053097345132743362832	10162876	10189792	26916	26916		0	0	0				0
D30C_TCONS_00053270	D30C	groupXIV	3796437	3843645	47208	8	2826	T30C_TCONS_00054050	8	2792	0.9879688605803255484784147205	3796471	3843645	47174	47174		0	0	0				0
D30C_TCONS_00056736	D30C	groupXIX	8911326	8919524	8198	14	2289	T30C_TCONS_00057587	14	2279	0.9956312800349497597204019222	8911333	8919521	8188	8188		0	0	0				0
D30C_TCONS_00072979	D30C	groupXX	5215752	5236074	20322	44	7328	T30C_TCONS_00074238	44	7327	0.9998635371179039301310043668	5215713	5236073	20360	20321		0	0	0				0
D30C_TCONS_00060805	D30C	groupXV	7406572	7411034	4462	3	3362	T30C_TCONS_00061835	3	3320	0.9875074360499702558001189768	7406614	7411083	4469	4420		0	0	0				0
D30C_TCONS_00006083	D30C	groupII	8599514	8607271	7757	3	3137		0	0	0				0		0	0	0				0
T30C_TCONS_00087588	T30C	scaffold_413	5	6367	6362	6	4199	D30C_TCONS_00085810	6	4126	0.9826149083115027387473207907	78	6367	6289	6289		0	0	0				0
D30C_TCONS_00027580	D30C	groupVI	751829	753561	1732	2	1577	T30C_TCONS_00027844	2	1497	0.9492707672796448953709575143	751908	753560	1652	1652		0	0	0				0
D30C_TCONS_00047181	D30C	groupXII	159323	161230	1907	5	990	T30C_TCONS_00047846	5	989	0.9989898989898989898989898990	159092	161229	2137	1906		0	0	0				0
T30C_TCONS_00033552	T30C	groupVII	16086627	16090567	3940	2	3190	D30C_TCONS_00033204	2	3190	1	16085379	16090570	5191	3940		0	0	0				0
D30C_TCONS_00029320	D30C	groupVII	2747577	2756105	8528	3	613	T30C_TCONS_00029612	3	611	0.9967373572593800978792822186	2747577	2756103	8526	8526		0	0	0				0
D30C_TCONS_00082447	D30C	scaffold_196	46745	48205	1460	4	716	T30C_TCONS_00084048	4	651	0.9092178770949720670391061453	46810	48207	1397	1395		0	0	0				0
T30C_TCONS_00023410	T30C	groupV	2555962	2562653	6691	13	4322	D30C_TCONS_00023172	12	4322	1	2554352	2562653	8301	6691		0	0	0				0
D30C_TCONS_00045471	D30C	groupXII	639732	642973	3241	2	2102		0	0	0				0		0	0	0				0
D30C_TCONS_00000523	D30C	groupI	4059363	4060148	785	3	549	T30C_TCONS_00000549	3	547	0.9963570127504553734061930783	4059364	4060147	783	783		0	0	0				0
T30C_TCONS_00084903	T30C	scaffold_243	46511	51440	4929	5	1114	D30C_TCONS_00083235	5	1111	0.9973070017953321364452423698	46510	51440	4930	4929		0	0	0				0
D30C_TCONS_00012069	D30C	groupIII	9183592	9188809	5217	3	2056		0	0	0				0		0	0	0				0
T30C_TCONS_00076457	T30C	groupXX	8574331	8580188	5857	2	4547	D30C_TCONS_00075135	2	4547	1	8574277	8580380	6103	5857		0	0	0				0
T30C_TCONS_00028624	T30C	groupVI	10172977	10342515	169538	7	1249	D30C_TCONS_00028324	7	1248	0.9991993594875900720576461169	10172972	10342514	169542	169537		0	0	0				0
T30C_TCONS_00088400	T30C	scaffold_48	982153	986913	4760	4	946	D30C_TCONS_00086576	3	922	0.9746300211416490486257928118	981213	986911	5698	4758		0	0	0				0
D30C_TCONS_00038111	D30C	groupVIII	19131744	19132474	730	2	624	T30C_TCONS_00038635	2	623	0.9983974358974358974358974359	19131413	19132473	1060	729		0	0	0				0
T30C_TCONS_00051050	T30C	groupXIII	14785202	14788915	3713	3	2360	D30C_TCONS_00050330	3	2360	1	14785202	14788915	3713	3713		0	0	0				0
T30C_TCONS_00088496	T30C	scaffold_501	3985	7801	3816	2	358	D30C_TCONS_00086676	2	358	1	3985	7887	3902	3816		0	0	0				0
T30C_TCONS_00040517	T30C	groupX	3563868	3591131	27263	4	529	D30C_TCONS_00039986	4	510	0.9640831758034026465028355388	3563887	3591144	27257	27244	T30C_TCONS_00040518	3	498	0.9413988657844990548204158790	3563868	3591351	27483	27263
T30C_TCONS_00030853	T30C	groupVII	17733939	17734688	749	1	749		0	0	0				0		0	0	0				0
T30C_TCONS_00004153	T30C	groupI	14465752	14467949	2197	3	1059	D30C_TCONS_00004126	3	687	0.6487252124645892351274787535	14465754	14467579	1825	1825		0	0	0				0
D30C_TCONS_00052522	D30C	groupXIII	17510793	17521358	10565	18	4933		0	0	0				0		0	0	0				0
T30C_TCONS_00082715	T30C	scaffold_150	32589	33345	756	1	756	D30C_TCONS_00081108	1	753	0.9960317460317460317460317460	31681	33345	1664	756		0	0	0				0
T30C_TCONS_00040518	T30C	groupX	3563868	3591351	27483	4	689	D30C_TCONS_00039987	4	670	0.9724238026124818577648766328	3563887	3591370	27483	27464	T30C_TCONS_00040517	3	498	0.7227866473149492017416545718	3563868	3591131	27263	27263
D30C_TCONS_00074499	D30C	groupXX	587679	589620	1941	6	690	T30C_TCONS_00075775	6	690	1	587665	589620	1955	1941		0	0	0				0
D30C_TCONS_00042259	D30C	groupXI	7880751	7881977	1226	4	648	T30C_TCONS_00042858	4	648	1	7880507	7881981	1474	1226		0	0	0				0
T30C_TCONS_00082897	T30C	scaffold_152	262943	263990	1047	5	512		0	0	0				0		0	0	0				0
T30C_TCONS_00052011	T30C	groupXIII	4216978	4229322	12344	3	522		0	0	0				0		0	0	0				0
T30C_TCONS_00023775	T30C	groupV	6174949	6176832	1883	4	759	D30C_TCONS_00023542	3	679	0.8945981554677206851119894598	6173569	6176781	3212	1832		0	0	0				0
T30C_TCONS_00038635	T30C	groupVIII	19131413	19132473	1060	2	954	D30C_TCONS_00038111	2	623	0.6530398322851153039832285115	19131744	19132474	730	729		0	0	0				0
T30C_TCONS_00060735	T30C	groupXIX	17970683	17974258	3575	3	2950		0	0	0				0		0	0	0				0
T30C_TCONS_00061212	T30C	groupXV	1578675	1583552	4877	8	2875	D30C_TCONS_00060177	8	2664	0.9266086956521739130434782609	1578435	1584273	5838	4877		0	0	0				0
D30C_TCONS_00071086	D30C	groupXVIII	4137632	4141032	3400	3	1109	T30C_TCONS_00072248	3	1107	0.9981965734896302975653742110	4137634	4141034	3400	3398		0	0	0				0
T30C_TCONS_00036240	T30C	groupVIII	15326099	15336952	10853	13	6544	D30C_TCONS_00035869	14	6160	0.9413202933985330073349633252	15326159	15336728	10569	10569		0	0	0				0
D30C_TCONS_00049105	D30C	groupXIII	699846	729693	29847	24	5023	T30C_TCONS_00049791	25	4934	0.9822815050766474218594465459	699812	729694	29882	29847		0	0	0				0
D30C_TCONS_00086830	D30C	scaffold_54	716884	718591	1707	2	1609	T30C_TCONS_00088654	3	1519	0.9440646364201367308887507769	716891	718593	1702	1700		0	0	0				0
D30C_TCONS_00056638	D30C	groupXIX	8155803	8157299	1496	1	1496	T30C_TCONS_00057491	1	1443	0.9645721925133689839572192513	8155849	8157292	1443	1443		0	0	0				0
D30C_TCONS_00045271	D30C	groupXI	16142593	16144880	2287	4	640	T30C_TCONS_00045939	4	640	1	16142593	16144882	2289	2287		0	0	0				0
D30C_TCONS_00025610	D30C	groupV	11517455	11518851	1396	3	839	T30C_TCONS_00025824	3	827	0.9856972586412395709177592372	11517467	11518854	1387	1384		0	0	0				0
D30C_TCONS_00036905	D30C	groupVIII	7010521	7018995	8474	3	1671	T30C_TCONS_00037399	3	1669	0.9988031119090365050867743866	7010523	7018998	8475	8472		0	0	0				0
T30C_TCONS_00052628	T30C	groupXIII	9976362	9979594	3232	4	1603	D30C_TCONS_00051889	4	1416	0.8833437305053025577043044292	9976549	9979830	3281	3045		0	0	0				0
T30C_TCONS_00017600	T30C	groupIV	18400319	18408689	8370	9	2474	D30C_TCONS_00017407	9	2445	0.9882780921584478577202910267	18400348	18408693	8345	8341		0	0	0				0
D30C_TCONS_00084662	D30C	scaffold_274	40254	41091	837	1	837		0	0	0				0		0	0	0				0
T30C_TCONS_00053542	T30C	groupXIII	19811746	19813895	2149	3	857	D30C_TCONS_00052773	3	407	0.4749124854142357059509918320	19811162	19814591	3429	2149		0	0	0				0
D30C_TCONS_00084660	D30C	scaffold_274	37803	38740	937	4	594	T30C_TCONS_00086342	5	498	0.8383838383838383838383838384	37802	38782	980	937		0	0	0				0
T30C_TCONS_00076112	T30C	groupXX	4096277	4098121	1844	1	1844		0	0	0				0		0	0	0				0
T30C_TCONS_00030913	T30C	groupVII	17988134	17988696	562	1	562		0	0	0				0		0	0	0				0
T30C_TCONS_00008362	T30C	groupII	11185703	11191135	5432	2	5249	D30C_TCONS_00008206	2	5249	1	11185703	11191138	5435	5432		0	0	0				0
T30C_TCONS_00066872	T30C	groupXVI	11213914	11219009	5095	10	3280	D30C_TCONS_00065793	10	2795	0.8521341463414634146341463415	11214364	11219017	4653	4645		0	0	0				0
T30C_TCONS_00063090	T30C	groupXV	2813676	2816599	2923	1	2923	D30C_TCONS_00062023	1	2437	0.8337324666438590489223400616	2813678	2816115	2437	2437		0	0	0				0
D30C_TCONS_00065871	D30C	groupXVI	12113446	12114932	1486	4	636	T30C_TCONS_00066947	3	320	0.5031446540880503144654088050	12113707	12114668	961	961		0	0	0				0
D30C_TCONS_00066334	D30C	groupXVI	17449580	17450832	1252	3	704	T30C_TCONS_00067405	3	704	1	17449517	17450832	1315	1252		0	0	0				0
D30C_TCONS_00032095	D30C	groupVII	2083107	2083865	758	4	324	T30C_TCONS_00032387	4	324	1	2083107	2083865	758	758		0	0	0				0
T30C_TCONS_00011778	T30C	groupIII	6357134	6417788	60654	13	2166	D30C_TCONS_00011683	9	1514	0.6989843028624192059095106187	6357141	6392214	35073	35073		0	0	0				0
D30C_TCONS_00064940	D30C	groupXVI	2352749	2362595	9846	3	581	T30C_TCONS_00066037	3	581	1	2352735	2362703	9968	9846		0	0	0				0
T30C_TCONS_00057652	T30C	groupXIX	9279839	9282337	2498	4	1553	D30C_TCONS_00056812	4	1553	1	9279839	9282337	2498	2498		0	0	0				0
D30C_TCONS_00060998	D30C	groupXV	9754520	9760802	6282	4	3023	T30C_TCONS_00062039	4	3023	1	9754520	9760802	6282	6282		0	0	0				0
D30C_TCONS_00016196	D30C	groupIV	5225813	5227890	2077	5	1028	T30C_TCONS_00016346	5	1027	0.9990272373540856031128404669	5225814	5227924	2110	2076		0	0	0				0
T30C_TCONS_00014124	T30C	groupIV	12487145	12493604	6459	3	4568		0	0	0				0		0	0	0				0
T30C_TCONS_00006306	T30C	groupII	10564478	10569282	4804	5	851	D30C_TCONS_00006223	5	846	0.9941245593419506462984723854	10564478	10569277	4799	4799		0	0	0				0
D30C_TCONS_00000625	D30C	groupI	4849253	4892823	43570	21	5262	T30C_TCONS_00000646	21	4326	0.8221208665906499429874572406	4849119	4892827	43708	43570		0	0	0				0
D30C_TCONS_00068867	D30C	groupXVII	10539134	10548230	9096	2	1779	T30C_TCONS_00069961	1	1589	0.8931984260820685778527262507	10539134	10547528	8394	8394		0	0	0				0
T30C_TCONS_00055877	T30C	groupXIV	5514726	5516986	2260	1	2260	D30C_TCONS_00055034	1	2260	1	5514577	5516986	2409	2260		0	0	0				0
T30C_TCONS_00040135	T30C	groupX	15309446	15311325	1879	3	1039	D30C_TCONS_00039620	2	966	0.9297401347449470644850818094	15309060	15311325	2265	1879		0	0	0				0
T30C_TCONS_00036139	T30C	groupVIII	14309179	14311830	2651	5	891	D30C_TCONS_00035752	5	891	1	14309176	14311830	2654	2651		0	0	0				0
D30C_TCONS_00007110	D30C	groupII	21399691	21406359	6668	12	2458		0	0	0				0		0	0	0				0
D30C_TCONS_00086676	D30C	scaffold_501	3985	7887	3902	2	444	T30C_TCONS_00088496	2	358	0.8063063063063063063063063063	3985	7801	3816	3816		0	0	0				0
D30C_TCONS_00045121	D30C	groupXI	15266120	15267761	1641	1	1641	T30C_TCONS_00045789	1	1641	1	15266118	15267761	1643	1641		0	0	0				0
D30C_TCONS_00038932	D30C	groupX	8274490	8277429	2939	6	1786		0	0	0				0		0	0	0				0
T30C_TCONS_00067405	T30C	groupXVI	17449517	17450832	1315	3	767	D30C_TCONS_00066334	3	704	0.9178617992177314211212516297	17449580	17450832	1252	1252		0	0	0				0
T30C_TCONS_00076982	T30C	groupXX	11819143	11824847	5704	18	2928		0	0	0				0		0	0	0				0
T30C_TCONS_00034992	T30C	groupVIII	2266761	2269876	3115	2	2950		0	0	0				0		0	0	0				0
D30C_TCONS_00009373	D30C	groupIII	1498630	1501639	3009	3	487	T30C_TCONS_00009499	3	476	0.9774127310061601642710472279	1498546	1501628	3082	2998		0	0	0				0
T30C_TCONS_00005309	T30C	groupI	27668973	27670399	1426	4	1042	D30C_TCONS_00005274	5	904	0.8675623800383877159309021113	27668974	27670432	1458	1425		0	0	0				0
T30C_TCONS_00057491	T30C	groupXIX	8155849	8157292	1443	1	1443	D30C_TCONS_00056638	1	1443	1	8155803	8157299	1496	1443		0	0	0				0
T30C_TCONS_00087621	T30C	scaffold_422	1885	3996	2111	7	524	D30C_TCONS_00085840	7	515	0.9828244274809160305343511450	1894	3999	2105	2102		0	0	0				0
D30C_TCONS_00069709	D30C	groupXVIII	5455255	5457968	2713	5	961	T30C_TCONS_00070843	5	951	0.9895941727367325702393340271	5455262	5457965	2703	2703		0	0	0				0
T30C_TCONS_00084447	T30C	scaffold_213	78382	81271	2889	2	1767	D30C_TCONS_00082806	2	1731	0.9796264855687606112054329372	78368	81235	2867	2853		0	0	0				0
T30C_TCONS_00081908	T30C	scaffold_133	250936	257415	6479	16	2230	D30C_TCONS_00080346	17	2137	0.9582959641255605381165919283	250901	257421	6520	6479		0	0	0				0
T30C_TCONS_00032461	T30C	groupVII	2563233	2564089	856	5	369	D30C_TCONS_00032167	5	366	0.9918699186991869918699186992	2563236	2564089	853	853		0	0	0				0
T30C_TCONS_00024006	T30C	groupV	8630039	8766214	136175	9	3069	D30C_TCONS_00023756	9	2834	0.9234278266536331052460084718	8629358	8766213	136855	136174		0	0	0				0
D30C_TCONS_00086670	D30C	scaffold_497	2519	5401	2882	8	1627		0	0	0				0		0	0	0				0
D30C_TCONS_00073277	D30C	groupXX	9180710	9184346	3636	6	1928	T30C_TCONS_00074523	6	1025	0.5316390041493775933609958506	9180690	9183443	2753	2733		0	0	0				0
D30C_TCONS_00046190	D30C	groupXII	8638062	8640292	2230	4	1631		0	0	0				0		0	0	0				0
D30C_TCONS_00000718	D30C	groupI	5962217	5964684	2467	8	1240	T30C_TCONS_00000748	8	1057	0.8524193548387096774193548387	5959833	5964726	4893	2467		0	0	0				0
D30C_TCONS_00067247	D30C	groupXVII	7502758	7503345	587	1	587	T30C_TCONS_00068348	1	586	0.9982964224872231686541737649	7502759	7503345	586	586		0	0	0				0
T30C_TCONS_00079758	T30C	groupXXI	10162876	10189792	26916	5	1806	D30C_TCONS_00078261	5	1806	1	10162875	10189793	26918	26916		0	0	0				0
D30C_TCONS_00069057	D30C	groupXVII	12098381	12101454	3073	4	1917	T30C_TCONS_00070148	2	1696	0.8847157016171100678142931664	12098385	12100213	1828	1828		0	0	0				0
D30C_TCONS_00025985	D30C	groupVI	2014198	2017716	3518	9	1058		0	0	0				0		0	0	0				0
T30C_TCONS_00049791	T30C	groupXIII	699812	729694	29882	25	4969	D30C_TCONS_00049105	25	4934	0.9929563292412960354196015295	699846	729693	29847	29847		0	0	0				0
T30C_TCONS_00050653	T30C	groupXIII	9979743	10000448	20705	9	1824		0	0	0				0		0	0	0				0
T30C_TCONS_00059786	T30C	groupXIX	9095040	9096701	1661	4	782	D30C_TCONS_00058778	4	768	0.9820971867007672634271099744	9095049	9096696	1647	1647		0	0	0				0
T30C_TCONS_00076494	T30C	groupXX	8770185	8773223	3038	2	2080	D30C_TCONS_00075171	2	2028	0.975	8770237	8773223	2986	2986		0	0	0				0
T30C_TCONS_00076874	T30C	groupXX	11419875	11425258	5383	6	3349		0	0	0				0		0	0	0				0
T30C_TCONS_00035754	T30C	groupVIII	9814547	9816198	1651	1	1651	D30C_TCONS_00035362	1	1651	1	9814544	9816214	1670	1651		0	0	0				0
D30C_TCONS_00038295	D30C	groupX	1879853	1882051	2198	5	1210		0	0	0				0		0	0	0				0
D30C_TCONS_00088398	D30C	scaffold_756	4808	5253	445	1	445	T30C_TCONS_00090333	1	445	1	4808	5253	445	445		0	0	0				0
T30C_TCONS_00063796	T30C	groupXV	9573257	9589859	16602	2	489	D30C_TCONS_00062747	2	489	1	9573257	9589859	16602	16602		0	0	0				0
T30C_TCONS_00079212	T30C	groupXXI	4353456	4356167	2711	2	843	D30C_TCONS_00077743	2	395	0.4685646500593119810201660735	4353902	4356165	2263	2263		0	0	0				0
D30C_TCONS_00019995	D30C	groupIX	14512135	14513534	1399	3	1076	T30C_TCONS_00020244	3	1076	1	14511946	14513534	1588	1399		0	0	0				0
D30C_TCONS_00066641	D30C	groupXVII	1443833	1451969	8136	2	3849	T30C_TCONS_00067747	2	3837	0.9968823070927513639906469213	1443834	1451958	8124	8124		0	0	0				0
T30C_TCONS_00053993	T30C	groupXIV	3275774	3289625	13851	2	1142	D30C_TCONS_00053218	2	1142	1	3275758	3289967	14209	13851		0	0	0				0
T30C_TCONS_00032190	T30C	groupVII	816018	830392	14374	2	575	D30C_TCONS_00031888	2	575	1	816005	830428	14423	14374		0	0	0				0
T30C_TCONS_00067011	T30C	groupXVI	12911025	12915020	3995	6	2576	D30C_TCONS_00065923	6	2575	0.9996118012422360248447204969	12911025	12915019	3994	3994		0	0	0				0
T30C_TCONS_00015989	T30C	groupIV	972595	974369	1774	4	841	D30C_TCONS_00015862	4	830	0.9869203329369797859690844233	972595	974358	1763	1763		0	0	0				0
D30C_TCONS_00013465	D30C	groupIV	6537392	6558842	21450	3	481	T30C_TCONS_00013579	3	477	0.9916839916839916839916839917	6537393	6558839	21446	21446		0	0	0				0
T30C_TCONS_00004888	T30C	groupI	22873367	22876676	3309	5	408	D30C_TCONS_00004873	5	408	1	22873367	22876677	3310	3309		0	0	0				0
T30C_TCONS_00087141	T30C	scaffold_369	1740	4282	2542	4	1019	D30C_TCONS_00085412	4	1019	1	1721	4282	2561	2542		0	0	0				0
T30C_TCONS_00037530	T30C	groupVIII	8972341	8979556	7215	3	5099	D30C_TCONS_00037033	3	4387	0.8603647774073347715238282016	8972345	8981809	9464	7211		0	0	0				0
T30C_TCONS_00037531	T30C	groupVIII	9075526	9093027	17501	13	4277		0	0	0				0		0	0	0				0
